Skrót nazwy placówki,Skrót nazwy jednostki,Regon placówki,Regon szkoły,RSPO placówki,Rspo,Nazwa placówki,Nazwa szkoły/ jednostki,Typ placówki,Typ jednostki,Kategoria uczniów,Jednostka specjalna,Bezpośredni nadzór,Miejscowość,Dzielnica,Miejski System Informacji,Ulica nazwa,Ulica nr,Nr Kodu,Imię dyrektora,Nazwisko dyrektora,Telefon,Faks,WWW,Strona BIP,E-mail,Numer jednostki,Placówka prowadzi internat/bursę,jednostka/zakład budż,Liczba uczniów,Liczba dzieci w oddziałach przedszkolnych,SUMA - Liczba uczniów i dzieci  ,Liczba oddziałów - uczniowie,Liczba oddziałów przedszkolnych,SUMA - Liczba oddziałów  ,Oddziały dwujęzyczne,Oddziały integracyjne,Oddziały sportowe,Oddziały mistrzostwa sportowego,Oddziały międzynarodowe,Oddziały specjalne,Oddziały specjalne przysposabiające do pracy,Oddziały terapeutyczne,Oddziały eksperymentalne,uwagi,Czy w zespole?,Typ jednostki (generalizacja),Uwzględniać na liście jednostek samodzielnych i złożonych?,Szkoły i przedszkola,samodzielna lub zespół - Czy szkoła lub przedszkole w składzie?,samodzielna lub zespół - Czy szkoła w składzie?,samodzielna lub zespół - Czy szkoła ponadpodstawowa w składzie?,samodzielna lub zespół - Czy przedszkole lub zespół z przedszkolem w składzie?,samodzielna lub zespół - Czy szkoła podstawowa (w tym muzyczna) w składzie?,samodzielna lub zespół - Czy liceum ogólnokształcące w składzie?,samodzielna lub zespół - Czy technikum w składzie?,samodzielna lub zespół - Czy branżowa szkoła I stopnia w składzie?,samodzielna lub zespół - Czy szkoła policealna w składzie?,samodzielna lub zespół - Czy jednostka specjalna w składzie?,Edukacyjna Wartość Dodana,RSPO - wyszukiwarka,obwód szkoły podstawowej,Teren działania poradni,Niepełnosprawność dominująca,"Jednostka ""przyszpitalna""",długość geograficzna,szerokość geograficzna,Wars i Sawa,"na obszarze Zintegrowanego Programu Rewitalizacji m.st. Warszaw do 2022 (Praga Północ, Praga Południe, Targówek)",Identyfikacja w systemie sprawozdawczości (ankietyBE)
SP_275,SP_275,000801622,000801622,48844,48844,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 275 im. Artura Oppmana,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 275 im. Artura Oppmana,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. św. Hieronima,2,03-243,Jolanta,Saczuk,228111144,226768325,http://sp275.waw.pl,http://sp275.bip.um.warszawa.pl,sp275@edu.um.warszawa.pl,275,nie,jednostka budżetowa,614,35,649,32,2,34,nie,tak,tak,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/48844,http://edukacja.warszawa.pl/download/obwody/obwody_sp__275.pdf,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,02331734","52,2936668",,,299
SP_277,SP_277,000801639,000801639,48845,48845,Szkoła Podstawowa nr 277 im. Elizy Orzeszkowej,Szkoła Podstawowa nr 277 im. Elizy Orzeszkowej,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. Suwalska,29,03-252,Maria,Głowacka,228114940,228114940,http://sp277.edupage.org,http://sp277.bip.um.warszawa.pl,sp277.sekretariat@edu.um.warszawa.pl,277,nie,jednostka budżetowa,637,114,751,31,5,36,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/48845,http://edukacja.warszawa.pl/download/obwody/obwody_sp__277.pdf,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,03720474","52,29505916", certyfikat Wars i Sawa,,300
SP_279,SP_279,000801384,000801384,24685,24685,"Szkoła Podstawowa nr 279 im. Batalionów AK ""GUSTAW"" I ""HARNAŚ""","Szkoła Podstawowa nr 279 im. Batalionów AK ""GUSTAW"" I ""HARNAŚ""",szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Gocław,ul. Cyrklowa,1,04-044,Izabela,Przystawska,228103544,228103544,http://sp279.edupage.org,http://www.sp279.edupage.org/text10,sp279@edu.um.warszawa.pl,279,nie,jednostka budżetowa,738,25,763,33,1,34,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/24685,http://edukacja.warszawa.pl/download/obwody/obwody_sp__279.pdf,Poradnia Psychologiczno – Pedagogiczna nr 16,,,"21,0796051","52,23147237",,,281
SP_280,SP_280,000800410,000800410,23346,23346,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 280 im. Tytusa Chałubińskiego,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 280 im. Tytusa Chałubińskiego,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Rakowiec,ul. Gorlicka,3,02-130,Agnieszka,Lis,226583430,226583430,http://www.szkola280.pl,http://www.sp280.biposwiata.pl,sekretariat@szkola280.pl,280,nie,jednostka budżetowa,582,,582,28,,28,nie,tak,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/23346,http://edukacja.warszawa.pl/download/obwody/obwody_sp__280.pdf,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,97814369","52,1953301",,,250
SP_285,SP_285,000801645,000801645,48843,48843,Szkoła Podstawowa nr 285 im. Jana Marcina Szancera,Szkoła Podstawowa nr 285 im. Jana Marcina Szancera,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. Turmoncka,20,03-254,Beata,Perkowska,228114055,228114055,http://sp285waw.edupage.org,http://sp285.bip.um.warszawa.pl,sp285@edu.um.warszawa.pl,285,nie,jednostka budżetowa,785,64,849,38,3,41,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/48843,http://edukacja.warszawa.pl/download/obwody/obwody_sp__285.pdf,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,0411129","52,29860713", certyfikat Wars i Sawa,,301
SP_289,SP_289,010415667,010415667,23510,23510,Szkoła Podstawowa nr 289 im. Henryka Sienkiewicza,Szkoła Podstawowa nr 289 im. Henryka Sienkiewicza,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Piaski,ul. Władysława Broniewskiego,99A,01-876,Renata,Kurlanc,226636773,226636773,http://sp289.edupage.org,http://sp289.bip.um.warszawa.pl,sp289@edu.um.warszawa.pl,289,nie,jednostka budżetowa,627,26,653,28,1,29,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/23510,http://edukacja.warszawa.pl/download/obwody/obwody_sp__289.pdf,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,93845177","52,27239083",,,458
SP_293,SP_293,010412634,010412634,26496,26496,Szkoła Podstawowa nr 293 im. Jana Kochanowskiego,Szkoła Podstawowa nr 293 im. Jana Kochanowskiego,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Piaski,ul. Jana Kochanowskiego,8,01-864,Iwona,Krupińska,226331377,226331306,http://www.sp293.edupage.org,http://sp293.bip.um.warszawa.pl,sekretariat@sp293.edu.pl,293,nie,jednostka budżetowa,662,49,711,33,2,35,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/26496,http://edukacja.warszawa.pl/download/obwody/obwody_sp__293.pdf,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,95420456","52,26721323", certyfikat Wars i Sawa,,451
SP_298,SP_298,000801651,000801651,48846,48846,Szkoła Podstawowa nr 298 im. Jana Kasprowicza,Szkoła Podstawowa nr 298 im. Jana Kasprowicza,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. Krakusa,2,03-390,Alicja,Marciniak,228113682,228113682,http://www.sp298.edupage.org,http://sp298.bip.um.warszawa.pl,sp298@edu.um.warszawa.pl,298,nie,jednostka budżetowa,592,138,730,29,6,35,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/48846,http://edukacja.warszawa.pl/download/obwody/obwody_sp__298.pdf,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,02565193","52,29194347", certyfikat Wars i Sawa,,302
SP_300,SP_300,000835220,000835220,6489,6489,Szkoła Podstawowa nr 300 im. Wandy Rutkiewicz,Szkoła Podstawowa nr 300 im. Wandy Rutkiewicz,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wilanów,Wilanów Wysoki,ul. Gubinowska,28/30,02-956,Anna,Jaczewska,228429360,228520123,https://sp300warszawa.edupage.org,https://sp300rutkiewicz.bip.gov.pl,sekretariat@sp300.edu.pl,300,nie,jednostka budżetowa,820,73,893,36,3,39,nie,nie,tak,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/6489,http://edukacja.warszawa.pl/download/obwody/obwody_sp__300.pdf,Poradnia Psychologiczno-Pedagogiczna nr 24,,,"21,06870461","52,17379102",,,1009
SP_303,SP_303,000835236,000835236,22214,22214,Szkoła Podstawowa nr 303 im. Fryderyka Chopina,Szkoła Podstawowa nr 303 im. Fryderyka Chopina,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Ursynów Północny,ul. Koncertowa,8,02-787,Mariusz,Karczewski,226437123,226437123,http://www.sp303.internetdsl.pl,http://www.bip.sp303w-wa.wikom.pl,sp303@edu.um.warszawa.pl,303,nie,jednostka budżetowa,904,50,954,39,2,41,tak,nie,tak,nie,nie,nie,nie,nie,nie,"inna lokalizacja prowadzenia zajęć dydaktycznych, wychowawczych i opiekuńczych: ul. Koncertowa 4",samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/22214,http://edukacja.warszawa.pl/download/obwody/obwody_sp__303.pdf,Poradnia Psychologiczno-Pedagogiczna nr 18,,,"21,02974129","52,16506028", certyfikat Wars i Sawa,,350
SP_306,SP_306,000849037,000849037,16233,16233,Szkoła Podstawowa nr 306 im. ks. Jana Twardowskiego,Szkoła Podstawowa nr 306 im. ks. Jana Twardowskiego,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bemowo,Jelonki Południowe,ul. Tkaczy,27,01-346,Marzena,Mańkowska,226647313,226647313,http://sp306.szkolnyportal.edu.pl,http://sp306.bip.um.warszawa.pl,sp306@edu.um.warszawa.pl,306,nie,jednostka budżetowa,489,231,720,23,10,33,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/16233,http://edukacja.warszawa.pl/download/obwody/obwody_sp__306.pdf,Poradnia Psychologiczno-Pedagogiczna nr 20,,,"20,90637779","52,22309418", certyfikat Wars i Sawa,,365
SP_307,SP_307,000900525,000900525,60287,60287,Szkoła Podstawowa nr 307 im. Króla Jana III Sobieskiego,Szkoła Podstawowa nr 307 im. Króla Jana III Sobieskiego,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Stegny,ul. Barcelońska,8,02-762,Teresa,Szewczyk,228424261,228424261,http://sp307wawa.edupage.org,http://sp307.bip.um.warszawa.pl,sp307@edu.um.warszawa.pl,307,nie,jednostka budżetowa,799,24,823,34,1,35,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/60287,http://edukacja.warszawa.pl/download/obwody/obwody_sp__307.pdf,Poradnia Psychologiczno-Pedagogiczna nr 8,,,"21,0551796","52,17630926",,,366
SP_310,SP_310,001009902,001009902,23047,23047,Szkoła Podstawowa nr 310 im. Michała Byliny,Szkoła Podstawowa nr 310 im. Michała Byliny,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Ursynów-Centrum,ul. Hawajska,7,02-776,Jacek,Strzyżewski,226412488,226412488,http://www.sp310.waw.pl,http://www.bip.sp310w-wa.wikom.pl,sp310@edu.um.warszawa.pl,310,nie,jednostka budżetowa,448,22,470,21,1,22,nie,nie,nie,nie,nie,nie,nie,nie,nie,"inna lokalizacja prowadzenia zajęć dydaktycznych, wychowawczych i opiekuńczych: ul. Dereniowa 48",samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/23047,http://edukacja.warszawa.pl/download/obwody/obwody_sp__310.pdf,Poradnia Psychologiczno-Pedagogiczna nr 18,,,"21,04115486","52,14975001",,,385
SP_312,SP_312,001009925,001009925,22084,22084,Szkoła Podstawowa nr 312 im. Ewy Szelburg-Zarembiny,Szkoła Podstawowa nr 312 im. Ewy Szelburg-Zarembiny,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Gocław,ul. Władysława Umińskiego,12,03-984,Ewa,Adamska,226711166,226721950,http://www.sp312.waw.pl,http://www.sp312.waw.pl/bip.html,sp312@edu.um.warszawa.pl,312,nie,jednostka budżetowa,1333,135,1468,56,6,62,nie,nie,tak,nie,nie,nie,nie,nie,nie,"inna lokalizacja prowadzenia zajęć dydaktycznych, wychowawczych i opiekuńczych: ul. Władysława Umińskiego 11",samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/22084,http://edukacja.warszawa.pl/download/obwody/obwody_sp__312.pdf,Poradnia Psychologiczno – Pedagogiczna nr 16,,,"21,10120773","52,22722527",,,386
SP_313,SP_313,001017280,001017280,23079,23079,Szkoła Podstawowa nr 313 im. Polskich Odkrywców,Szkoła Podstawowa nr 313 im. Polskich Odkrywców,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Ursynów Północny,ul. Jana Cybisa,1,02-784,Alicja,Patalas,226412677,226412677,http://sp313.waw.pl,http://www.bip.sp313w-wa.wikom.pl,sekretariat@sp313.edu.pl,313,nie,jednostka budżetowa,340,,340,16,,16,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/23079,http://edukacja.warszawa.pl/download/obwody/obwody_sp__313.pdf,Poradnia Psychologiczno-Pedagogiczna nr 18,,,"21,02545929","52,15492179",,,387
SP_314,SP_314,001060984,001060984,110253,110253,Szkoła Podstawowa nr 314 im. Przyjaciół Ziemi,Szkoła Podstawowa nr 314 im. Przyjaciół Ziemi,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Białołęka,Tarchomin,ul. Porajów,3,03-188,Iwona,Turowska,228114007,,http://www.sp314.edupage.org,http://sp314.bip.um.warszawa.pl,sp314@edu.um.warszawa.pl,314,nie,jednostka budżetowa,1036,38,1074,48,2,50,tak,nie,tak,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/110253,http://edukacja.warszawa.pl/download/obwody/obwody_sp__314.pdf,Poradnia Psychologiczno-Pedagogiczna nr 21,,,"20,95977592","52,31472548", certyfikat Wars i Sawa,,391
SP_317,SP_317,001061015,001061015,42063,42063,Szkoła Podstawowa Integracyjna nr 317 im. Edmunda Bojanowskiego,Szkoła Podstawowa Integracyjna nr 317 im. Edmunda Bojanowskiego,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Koło,ul. Deotymy,37,01-409,Magdalena,Politańska,228360312,228361322,http://www.spi317.edu.pl,http://www.spi317.edu.pl/bip/bip.html,spi317@spi317.edu.pl,317,nie,jednostka budżetowa,267,38,305,16,2,18,nie,tak,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/42063,,Poradnia Psychologiczno – Pedagogiczna nr 14,,,"20,94754219","52,24315215", certyfikat Wars i Sawa,,943
SP_318,SP_318,001072208,001072208,23372,23372,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 318 im. Jana Christiana Andersena,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 318 im. Jana Christiana Andersena,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Ursynów-Centrum,ul. Leonida Teligi,3,02-777,Renata,Podolecka,226415238,226415238,http://sp318warszawa.edupage.org,http://www.bip.sp318w-wa.wikom.pl,sp318@edu.um.warszawa.pl,318,nie,jednostka budżetowa,422,15,437,22,1,23,tak,tak,nie,nie,nie,nie,nie,nie,nie,"inna lokalizacja prowadzenia zajęć dydaktycznych, wychowawczych i opiekuńczych: ul. Stefana Szolc-Rogozińskiego 2",samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/23372,http://edukacja.warszawa.pl/download/obwody/obwody_sp__318.pdf,Poradnia Psychologiczno-Pedagogiczna nr 18,,,"21,04666519","52,15286695", certyfikat Wars i Sawa,,394
SP_319,SP_319,001072220,001072220,23395,23395,Szkoła Podstawowa nr 319 im. Marii Kann,Szkoła Podstawowa nr 319 im. Marii Kann,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Ursynów Północny,ul. Związku Walki Młodych,10,02-786,Izabela,Konwerska-Barciak,226434514,226434516,http://www.sp319waw.edupage.org,http://www.bip.sp319w-wa.wikom.pl,sp319@edu.um.warszawa.pl,319,nie,jednostka budżetowa,791,25,816,33,1,34,nie,nie,tak,nie,nie,nie,nie,nie,nie,"inna lokalizacja prowadzenia zajęć dydaktycznych, wychowawczych i opiekuńczych: ul. Wokalna 1",samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/23395,http://edukacja.warszawa.pl/download/obwody/obwody_sp__319.pdf,Poradnia Psychologiczno-Pedagogiczna nr 18,,,"21,03852937","52,1579916", certyfikat Wars i Sawa,,395
SP_322,SP_322,001206063,001206063,23401,23401,Szkoła Podstawowa nr 322 im. Jana Brzechwy,Szkoła Podstawowa nr 322 im. Jana Brzechwy,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Ursynów Północny,ul. Edwarda Dembowskiego,9,02-784,Tomasz,Górski,226417120,226417120,http://www.sp322.pl,http://www.bip.sp322w-wa.wikom.pl,sp322@edu.um.warszawa.pl,322,nie,jednostka budżetowa,410,,410,20,,20,nie,nie,tak,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/23401,http://edukacja.warszawa.pl/download/obwody/obwody_sp__322.pdf,Poradnia Psychologiczno-Pedagogiczna nr 18,,,"21,03176308","52,15182289",,,397
SP_323,SP_323,001206086,001206086,23448,23448,Szkoła Podstawowa nr 323 im. Polskich Olimpijczyków,Szkoła Podstawowa nr 323 im. Polskich Olimpijczyków,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Ursynów-Centrum,ul. Ludwika Hirszfelda,11,02-776,Wioletta,Krzyżanowska,226416356,226416356,http://www.sp323waw.edupage.org,http://www.bip.sp323w-wa.wikom.pl,sp323@edu.um.warszawa.pl,323,nie,jednostka budżetowa,1103,20,1123,49,1,50,tak,nie,tak,nie,nie,nie,nie,nie,nie,"inna lokalizacja prowadzenia zajęć dydaktycznych, wychowawczych i opiekuńczych: ul. Edwarda Warchałowskiego 4",samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/23448,http://edukacja.warszawa.pl/download/obwody/obwody_sp__323.pdf,Poradnia Psychologiczno-Pedagogiczna nr 18,,,"21,04081154","52,14429581", certyfikat Wars i Sawa,,398
SP_330,SP_330,013008394,013008394,23460,23460,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 330 im. Nauczycieli Tajnego Nauczania,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 330 im. Nauczycieli Tajnego Nauczania,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Natolin,ul. Mandarynki,1,02-796,Joanna,Skopińska,226487929,226487929,http://www.sp330.waw.pl,http://www.bip.sp330w-wa.wikom.pl,sp330@edu.um.warszawa.pl,330,nie,jednostka budżetowa,735,,735,42,,42,nie,tak,tak,nie,nie,tak,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/23460,http://edukacja.warszawa.pl/download/obwody/obwody_sp__330.pdf,Poradnia Psychologiczno-Pedagogiczna nr 19,,,"21,06103134","52,14514685",,,851
SP_336,SP_336,012536458,012536458,23529,23529,"Szkoła Podstawowa nr 336 im. Janka Bytnara ""Rudego""","Szkoła Podstawowa nr 336 im. Janka Bytnara ""Rudego""",szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Natolin,ul. Witolda Małcużyńskiego,4,02-793,Lucyna,Bieniasz-Ząbek,228591720,228591728,http://sp336.szkolnastrona.pl,http://www.sp336.szkolnastrona.pl/bip,sp336@edu.um.warszawa.pl,336,nie,jednostka budżetowa,909,44,953,38,2,40,nie,nie,tak,nie,nie,nie,nie,nie,nie,"inna lokalizacja prowadzenia zajęć dydaktycznych, wychowawczych i opiekuńczych: ul. Na Uboczu 9",samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/23529,http://edukacja.warszawa.pl/download/obwody/obwody_sp__336.pdf,Poradnia Psychologiczno-Pedagogiczna nr 19,,,"21,05554199","52,13659766", certyfikat Wars i Sawa,,538
SP_339,SP_339,012082721,012082721,81165,81165,Szkoła Podstawowa Integracyjna nr 339 im. Raoula Wallenberga,Szkoła Podstawowa Integracyjna nr 339 im. Raoula Wallenberga,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Stegny,ul. św. Bonifacego,10,02-914,Lidia,Kumanek,226429844,226422791,http://www.zsi62.waw.pl,http://sp339.bip.um.warszawa.pl,sp339@edu.um.warszawa.pl,339,nie,jednostka budżetowa,336,19,355,19,1,20,nie,tak,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/81165,,Poradnia Psychologiczno-Pedagogiczna nr 8,,,"21,04897118","52,1774976",,,993
SP_340,SP_340,013008402,013008402,23626,23626,Szkoła Podstawowa nr 340 im. Profesora Bogusława Molskiego,Szkoła Podstawowa nr 340 im. Profesora Bogusława Molskiego,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Natolin,ul. Eugeniusza Lokajskiego,3,02-793,Małgorzata,Antonowicz,226494970,226487177,http://sp340.pl,http://www.bip.sp340w-wa.wikom.pl,sp340@edu.um.warszawa.pl,340,nie,jednostka budżetowa,1462,95,1557,61,4,65,nie,nie,tak,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/23626,http://edukacja.warszawa.pl/download/obwody/obwody_sp__340.pdf,Poradnia Psychologiczno-Pedagogiczna nr 19,,,"21,06361389","52,13959667", certyfikat Wars i Sawa,,819
SP_341,SP_341,010066936,010066936,15808,15808,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 341 im. Twórców Literatury Dziecięcej,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 341 im. Twórców Literatury Dziecięcej,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bemowo,Bemowo-Lotnisko,ul. Oławska,3,01-494,Krystyna,Gawrjołek,226386128,226386128,http://www.sp341.edu.pl,http://sp341.bip.um.warszawa.pl,sekretariat@sp341.edu.pl,341,nie,jednostka budżetowa,1109,45,1154,49,2,51,nie,tak,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/15808,http://edukacja.warszawa.pl/download/obwody/obwody_sp__341.pdf,Poradnia Psychologiczno-Pedagogiczna nr 20,,,"20,92542458","52,2592654", certyfikat Wars i Sawa,,422
SP_342,SP_342,011096520,011096520,110254,110254,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 342 im. Jana Marcina Szancera,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 342 im. Jana Marcina Szancera,szkoła podstawowa,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Białołęka,Nowodwory,ul. Strumykowa,21A,03-138,Maria,Marciniak,226765380 wew. 124,226765388,http://www.sp342.waw.pl,http://sp342.bip.um.warszawa.pl,sekretariat@sp342.waw.pl,342,nie,jednostka budżetowa,1396,75,1471,69,4,73,tak,tak,tak,nie,nie,nie,nie,nie,nie,filia szkoły podstawowej: ul. Topolowa 15,samodzielna,szkoła podstawowa (w tym muzyczna),tak,SP-,tak,tak,,,tak,,,,,,,https://rspo.men.gov.pl/rspo/110254,http://edukacja.warszawa.pl/download/obwody/obwody_sp__342.pdf,Poradnia Psychologiczno-Pedagogiczna nr 21,,,"20,94437027","52,33114423", certyfikat Wars i Sawa,,475
